gene,p_value,high_median_survival,low_median_survival
UQCRC2,0.5810033292972738,72.0,72.0
DNM2,0.5810033292972738,72.0,72.0
ZBTB41,0.5810801107208357,72.0,72.0
SLC25A22,0.5810801107208357,72.0,72.0
DNASE1,0.5810801107208357,72.0,72.0
ELF3,0.5810801107208357,72.0,72.0
MED17,0.5810801107208357,72.0,72.0
ARID4B,0.5810801107208357,72.0,72.0
KBTBD8,0.5810801107208357,72.0,72.0
LGR4,0.5810801107208357,72.0,72.0
C19orf51,0.5810801107208357,72.0,72.0
RAB6B,0.5810801107208357,72.0,72.0
ACTR2,0.5810801107208357,72.0,72.0
HMCN1,0.5810801107208357,72.0,72.0
IL7,0.5810801107208357,72.0,72.0
PTPRF,0.5810801107208357,72.0,72.0
RIN3,0.5811010242401496,72.0,72.0
EXOC6,0.5811010242401496,72.0,72.0
ADAMTS7,0.5813262259599999,72.0,72.0
ACBD5,0.5815313699686431,72.0,72.0
SAT1,0.5815313699686431,72.0,72.0
ERMP1,0.5815313699686431,72.0,72.0
C3orf36,0.5816864426488861,72.0,72.0
LRRC6,0.5816868585869057,72.0,72.0
ATP6V1F,0.5817199678317371,72.0,72.0
GPR17,0.5817199678317371,72.0,72.0
ABTB2,0.5817199678317371,72.0,72.0
ATG9A,0.5817199678317371,72.0,72.0
LOC400043,0.5817199678317371,72.0,72.0
OPRL1,0.5817199678317371,72.0,72.0
RTP4,0.5817199678317371,72.0,72.0
COX6B1,0.5817199678317371,72.0,72.0
ENY2,0.5817199678317371,72.0,72.0
PDE10A,0.5817199678317371,72.0,72.0
NDUFS3,0.5817199678317371,72.0,72.0
D4S234E,0.5817199678317371,72.0,72.0
ABHD8,0.5817199678317371,72.0,72.0
HOXB7,0.5817199678317371,72.0,72.0
SNX17,0.5817199678317371,72.0,72.0
RNF43,0.5817199678317371,72.0,72.0
HDGFRP2,0.5817199678317371,72.0,72.0
TNIK,0.5817199678317371,72.0,72.0
KLF16,0.5817199678317371,72.0,72.0
GALK1,0.5817199678317371,72.0,72.0
IPCEF1,0.5849192497960912,72.0,72.0
OLFML2B,0.5849192497960912,72.0,72.0
SPDYE6,0.5849192497960912,72.0,72.0
FKBPL,0.5849192497960912,72.0,72.0
TRIM59,0.5849192497960912,72.0,72.0
PDE4DIP,0.5849192497960912,72.0,72.0
DDI2,0.5849192497960912,72.0,72.0
PRMT6,0.5849192497960912,72.0,72.0
MAFB,0.5849192497960912,72.0,72.0
SLC36A4,0.5849192497960912,72.0,72.0
VPS53,0.5849192497960912,72.0,72.0
KLHL11,0.5856777834317908,72.0,72.0
LOC100133315,0.5862363424332179,72.0,72.0
PNMT,0.5871912519060767,72.0,72.0
ADCY5,0.5871912519060767,72.0,72.0
CYTH3,0.5872686912268037,72.0,72.0
ZBTB11,0.5876244580004405,72.0,72.0
IL1R2,0.5876244580004405,72.0,72.0
PRORSD1P,0.5877121059643914,72.0,72.0
HIF1AN,0.5877829927137198,72.0,72.0
TPSB2,0.5877829927137198,72.0,72.0
TNFAIP8L3,0.5877829927137198,72.0,72.0
PKN1,0.5877829927137198,72.0,72.0
FUK,0.5877829927137198,72.0,72.0
NAPEPLD,0.5877829927137198,72.0,72.0
TMEM208,0.5877829927137198,72.0,72.0
C10orf2,0.5877829927137198,72.0,72.0
HVCN1,0.5877829927137198,72.0,72.0
ATP10A,0.5877829927137198,72.0,72.0
TCF25,0.5877829927137198,72.0,72.0
S100A6,0.5877829927137198,72.0,72.0
RAMP3,0.5877829927137198,72.0,72.0
SYS1,0.5877829927137198,72.0,72.0
DDX5,0.5877829927137198,72.0,72.0
DCAF7,0.5877829927137198,72.0,72.0
RPS6KA4,0.5877829927137198,72.0,72.0
PRSS36,0.5877829927137198,72.0,72.0
OVCA2,0.5877829927137198,72.0,72.0
TARBP2,0.5877829927137198,72.0,72.0
AGAP5,0.5877829927137198,72.0,72.0
PLCH2,0.5879957461719652,72.0,72.0
GNRHR2,0.5881197560280799,72.0,72.0
SMYD3,0.5881197560280799,72.0,72.0
RNF19B,0.5881197560280799,72.0,72.0
TMEM57,0.5881197560280799,72.0,72.0
ABHD4,0.5881197560280799,72.0,72.0
OLFML3,0.5881197560280799,72.0,72.0
ST7OT3,0.5881197560280799,72.0,72.0
TRAFD1,0.5881197560280799,72.0,72.0
USP44,0.5883337819188403,72.0,72.0
COL24A1,0.5883337819188403,72.0,72.0
C15orf24,0.5885172427942409,72.0,72.0
CHMP2A,0.5885172427942409,72.0,72.0
UTP14C,0.5885172427942409,72.0,72.0
ATOX1,0.5885172427942409,72.0,72.0
ZNF34,0.5899691047060948,72.0,72.0
EPHA3,0.5900476294086465,72.0,72.0
NAP1L3,0.5900476294086465,72.0,72.0
ZNF230,0.5900476294086465,72.0,72.0
FLCN,0.5900476294086465,72.0,72.0
BGN,0.5900476294086465,72.0,72.0
EPC2,0.5900476294086465,72.0,72.0
NBPF3,0.5900476294086465,72.0,72.0
ZNF20,0.5900476294086465,72.0,72.0
UNC5C,0.5900476294086465,72.0,72.0
LRIG1,0.5900476294086465,72.0,72.0
TNRC6C,0.5900476294086465,72.0,72.0
ATP8A1,0.5900476294086465,72.0,72.0
CHRNA10,0.5900476294086465,72.0,72.0
SMG6,0.5900476294086465,72.0,72.0
SRGAP1,0.5900476294086465,72.0,72.0
COBRA1,0.5900476294086465,72.0,72.0
RPGR,0.5900476294086465,72.0,72.0
ARPC5L,0.5906406898427863,72.0,72.0
LOC100129794,0.5906406898427863,72.0,72.0
FAM57A,0.5906406898427863,72.0,72.0
KLHL9,0.5906406898427863,72.0,72.0
C11orf80,0.5906406898427863,72.0,72.0
TMX4,0.5906406898427863,72.0,72.0
KIF13B,0.5906406898427863,72.0,72.0
ZNF528,0.5906406898427863,72.0,72.0
MED13,0.5906406898427863,72.0,72.0
LOC441455,0.5906406898427863,72.0,72.0
PLXNA3,0.5906406898427863,72.0,72.0
RAB9A,0.5906406898427863,72.0,72.0
TIAL1,0.5906406898427863,72.0,72.0
MCOLN2,0.5906406898427863,72.0,72.0
KDM5A,0.5906406898427863,72.0,72.0
LOC84989,0.5906406898427863,72.0,72.0
ANK3,0.5906406898427863,72.0,72.0
MCMBP,0.5906406898427863,72.0,72.0
MYBL1,0.5906406898427863,72.0,72.0
HOMER3,0.5906406898427863,72.0,72.0
N4BP2L2,0.5906406898427863,72.0,72.0
CDKL2,0.5906406898427863,72.0,72.0
CSGALNACT1,0.5906406898427863,72.0,72.0
DDX24,0.5906406898427863,72.0,72.0
FLJ14186,0.5906406898427863,72.0,72.0
IRX3,0.5906406898427863,72.0,72.0
ERRFI1,0.5906406898427863,72.0,72.0
TGOLN2,0.5906406898427863,72.0,72.0
GADD45A,0.5906406898427863,72.0,72.0
HSP90AB2P,0.5906406898427863,72.0,72.0
NDUFA7,0.5907607288429106,72.0,72.0
BID,0.5907607288429106,72.0,72.0
VEGFA,0.5907607288429106,72.0,72.0
KIAA0494,0.5907607288429106,72.0,72.0
DOT1L,0.5907607288429106,72.0,72.0
ZDHHC12,0.5907607288429106,72.0,78.0
PCCA,0.5907607288429106,72.0,72.0
WWP1,0.5907607288429106,72.0,72.0
FAM81A,0.5907607288429106,72.0,72.0
PHB2,0.5907607288429106,72.0,72.0
CWC22,0.5908155860383305,72.0,72.0
ANKRD10,0.5908155860383305,72.0,72.0
FZD2,0.5908155860383305,72.0,72.0
TP53BP2,0.5908155860383305,72.0,72.0
C6orf211,0.5908155860383305,72.0,72.0
NIPAL3,0.5908155860383305,72.0,72.0
MGRN1,0.5908155860383305,72.0,72.0
PRPF3,0.5908155860383305,72.0,72.0
KRI1,0.5908155860383305,72.0,72.0
ATG3,0.5908155860383305,72.0,72.0
FAM101A,0.5908155860383305,72.0,72.0
C16orf48,0.5908155860383305,72.0,72.0
TRIM22,0.5908155860383305,72.0,72.0
ANAPC10,0.5908155860383305,72.0,72.0
NUDT16L1,0.5908155860383305,72.0,72.0
LIF,0.5911347368883686,72.0,72.0
FBRS,0.5911347368883686,72.0,72.0
DNAJC7,0.5912924483279769,72.0,72.0
TLE1,0.5914586548120828,72.0,72.0
C20orf96,0.5914586548120828,72.0,72.0
SNX9,0.5914586548120828,72.0,72.0
PIM2,0.5914586548120828,72.0,72.0
NPEPL1,0.5914586548120828,72.0,72.0
MSH5-C6ORF26,0.5914586548120828,72.0,72.0
ZNF608,0.5914586548120828,72.0,72.0
VENTX,0.5914586548120828,72.0,72.0
TSPAN18,0.5914586548120828,72.0,72.0
SLC25A11,0.5914586548120828,72.0,72.0
TERF1,0.5914586548120828,72.0,72.0
ESPN,0.5914586548120828,72.0,72.0
C6orf26,0.5914586548120828,72.0,72.0
C6orf203,0.5933418421804408,72.0,72.0
ISG15,0.5934627327521247,72.0,72.0
LOC100130776,0.5934627327521247,72.0,72.0
ALG3,0.5934627327521247,72.0,72.0
EIF3D,0.5934627327521247,72.0,72.0
APOBEC3A,0.5934627327521247,72.0,72.0
IL32,0.5934627327521247,72.0,72.0
BAX,0.5934627327521247,72.0,72.0
ROBO3,0.5934627327521247,72.0,72.0
OAS1,0.5934627327521247,72.0,72.0
CSTB,0.5934627327521247,72.0,72.0
PFDN5,0.5934627327521247,72.0,72.0
PRR13,0.5934627327521247,72.0,72.0
BSG,0.5934627327521247,72.0,72.0
ESD,0.5934627327521247,72.0,72.0
UTS2,0.5934627327521247,72.0,72.0
COX5A,0.5934627327521247,72.0,72.0
LEAP2,0.5935781042363858,72.0,72.0
FIBIN,0.593915839423639,72.0,72.0
NEURL2,0.5940789397227477,72.0,72.0
TSEN54,0.5940789397227477,72.0,72.0
DCP2,0.594183965131012,72.0,72.0
KIAA0100,0.594637374054662,72.0,72.0
DNAJC24,0.594637374054662,72.0,72.0
ARHGAP19-SLIT1,0.5965313722649346,72.0,72.0
SERHL,0.5966999101339089,72.0,72.0
ZNRF1,0.5966999101339089,72.0,72.0
MRAP2,0.5969955096878696,72.0,72.0
DHX36,0.5971276969040329,72.0,72.0
GMEB1,0.5971276969040329,72.0,72.0
UTP11L,0.5973121321707214,72.0,72.0
FAM83A,0.5973653397334897,72.0,72.0
ARRB1,0.597591292490433,72.0,72.0
RNF181,0.597591292490433,72.0,72.0
MFSD9,0.5980766404258056,72.0,72.0
ZNF180,0.5980766404258056,72.0,72.0
MRPS2,0.5980766404258056,72.0,72.0
RBM33,0.5996592172210375,72.0,72.0
PMS2P11,0.5996592172210375,72.0,72.0
EXOC3L2,0.5996592172210375,72.0,72.0
NAV2,0.5996592172210375,72.0,72.0
PBX2,0.5996592172210375,72.0,72.0
ZNF506,0.5996592172210375,72.0,72.0
ZNF784,0.5996592172210375,72.0,72.0
TRIM6,0.5996592172210375,72.0,72.0
TRIM66,0.5996592172210375,72.0,72.0
PCDH1,0.5996592172210375,72.0,72.0
NOTCH3,0.5996592172210375,72.0,72.0
PEG3,0.5996592172210375,72.0,72.0
B4GALNT3,0.5996592172210375,72.0,72.0
ZFP14,0.5996592172210375,72.0,72.0
NCKAP1,0.5996592172210375,72.0,72.0
SYNE1,0.5996592172210375,72.0,72.0
CUEDC1,0.5996592172210375,72.0,72.0
NFIB,0.5996592172210375,72.0,72.0
PIAS3,0.5996592172210375,72.0,72.0
ANUBL1,0.5996592172210375,72.0,72.0
SPIN3,0.5996592172210375,72.0,72.0
C17orf106-CDK3,0.5996592172210375,72.0,72.0
ZBTB46,0.5996592172210375,72.0,72.0
APBB1,0.5996592172210375,72.0,72.0
GJC1,0.5996592172210375,72.0,72.0
GNB1,0.5998529857095415,72.0,72.0
C6orf225,0.5998529857095415,72.0,72.0
IQCB1,0.5998529857095415,72.0,72.0
FAM193A,0.5998529857095415,72.0,72.0
NTM,0.5998529857095415,72.0,72.0
CNOT8,0.5998529857095415,72.0,72.0
KLHDC8B,0.6000120834792713,72.0,72.0
STAG3L4,0.6000120834792713,72.0,72.0
P2RY10,0.6004684597463784,72.0,72.0
GIN1,0.6004684597463784,72.0,72.0
BEX5,0.6004684597463784,72.0,72.0
RASSF2,0.6004684597463784,72.0,72.0
TMEFF1,0.6004684597463784,72.0,72.0
CD53,0.6004684597463784,72.0,72.0
CD48,0.6004684597463784,72.0,72.0
PRSS16,0.6004684597463784,72.0,72.0
C19orf70,0.6004684597463784,72.0,72.0
NSUN5P2,0.6004684597463784,72.0,72.0
AIF1,0.6004684597463784,72.0,72.0
CCNDBP1,0.6004684597463784,72.0,72.0
SURF2,0.6004684597463784,72.0,72.0
THEMIS,0.6004684597463784,72.0,72.0
DNAJC11,0.6004684597463784,72.0,72.0
C3orf37,0.6004684597463784,72.0,72.0
CBX5,0.6004684597463784,72.0,72.0
HCK,0.6004684597463784,72.0,72.0
DAPP1,0.6004684597463784,72.0,72.0
CBX4,0.6004684597463784,72.0,72.0
PPT1,0.6004684597463784,72.0,72.0
CRCP,0.6004684597463784,72.0,72.0
LEPR,0.6004684597463784,72.0,72.0
DDX41,0.6004684597463784,72.0,72.0
FPGT-TNNI3K,0.6004684597463784,72.0,72.0
FPR2,0.6004684597463784,72.0,72.0
HEATR8-TTC4,0.6004684597463784,72.0,72.0
LPCAT3,0.6004684597463784,72.0,72.0
HFE,0.6004684597463784,72.0,72.0
PI4K2A,0.6004684597463784,72.0,72.0
MS4A1,0.6004684597463784,72.0,72.0
TNFSF8,0.6004684597463784,72.0,72.0
TSTD1,0.6004684597463784,72.0,72.0
CD37,0.6004684597463784,72.0,72.0
ALG1L,0.6004684597463784,72.0,72.0
WIPF1,0.6004684597463784,72.0,72.0
ITGB6,0.6004684597463784,72.0,72.0
CUEDC2,0.6004684597463784,72.0,72.0
ZNF486,0.6004684597463784,72.0,72.0
CAMK4,0.6004684597463784,72.0,72.0
INADL,0.6004684597463784,72.0,72.0
IMPA2,0.6004684597463784,72.0,72.0
EPM2A,0.6004684597463784,72.0,72.0
KLRB1,0.6004684597463784,72.0,72.0
CD19,0.6004684597463784,72.0,72.0
LILRB3,0.6004684597463784,72.0,72.0
GRHL1,0.6004684597463784,72.0,72.0
KIAA1462,0.6004684597463784,72.0,72.0
IGSF6,0.6004684597463784,72.0,72.0
IL1RL1,0.6004684597463784,72.0,72.0
CASC2,0.6004684597463784,72.0,72.0
LYVE1,0.6004684597463784,72.0,72.0
TMEM147,0.6004684597463784,72.0,72.0
ETS1,0.6004684597463784,72.0,72.0
TGM1,0.6004684597463784,72.0,72.0
LYPLA1,0.6004684597463784,72.0,72.0
PPP4R4,0.6004684597463784,72.0,72.0
ARHGAP30,0.6004684597463784,72.0,72.0
TRHDE,0.6004684597463784,72.0,72.0
DUOX1,0.6004684597463784,72.0,72.0
TRAPPC1,0.6004684597463784,72.0,72.0
VAMP4,0.6004684597463784,72.0,72.0
C14orf167,0.6004684597463784,72.0,72.0
FIBP,0.6004684597463784,72.0,72.0
YWHAB,0.6004684597463784,72.0,72.0
NFATC2IP,0.6004684597463784,72.0,72.0
TRABD,0.6004684597463784,72.0,72.0
TMEM179B,0.6004684597463784,72.0,72.0
METTL11A,0.6004684597463784,72.0,72.0
LRRC25,0.6004684597463784,72.0,72.0
RAC2,0.6004684597463784,72.0,72.0
CRYM,0.6004684597463784,72.0,72.0
CCDC14,0.6004684597463784,72.0,72.0
SH2D1A,0.6004684597463784,72.0,72.0
ARSG,0.6004684597463784,72.0,72.0
PDE4B,0.6004684597463784,72.0,72.0
FXR2,0.6004684597463784,72.0,72.0
LOC100133091,0.6004684597463784,72.0,72.0
LOC730005,0.6004684597463784,72.0,72.0
LOC100128338,0.6005678571255473,72.0,72.0
ACYP1,0.6005678571255473,72.0,72.0
MITD1,0.6006017124801686,72.0,72.0
TRMT5,0.600729527697797,72.0,72.0
KALRN,0.6009684134484843,72.0,72.0
RBM10,0.6009684134484843,72.0,72.0
ATP5G1,0.601103199767381,72.0,72.0
CELF1,0.602463693761867,72.0,72.0
NDRG3,0.602463693761867,72.0,72.0
CASD1,0.602463693761867,72.0,72.0
EHBP1,0.602463693761867,72.0,72.0
INO80D,0.602463693761867,72.0,72.0
DYRK2,0.602463693761867,72.0,72.0
KIF3B,0.602463693761867,72.0,72.0
ITFG2,0.602463693761867,72.0,72.0
BAI1,0.6024999439806391,72.0,72.0
ACE2,0.6024999439806391,72.0,72.0
COX6C,0.6031102251802217,72.0,72.0
EXOSC4,0.6031102251802217,72.0,72.0
GPAT2,0.6031102251802217,72.0,72.0
ANXA9,0.6031102251802217,72.0,72.0
QPCT,0.6031102251802217,72.0,72.0
CPPED1,0.6031102251802217,72.0,72.0
FBXL19,0.6031920799923893,72.0,72.0
GSTA4,0.6031920799923893,72.0,72.0
PCGF3,0.6031920799923893,72.0,72.0
SGSH,0.6031920799923893,72.0,72.0
CCDC55,0.6031920799923893,72.0,72.0
HMOX2,0.6031920799923893,72.0,72.0
RFX3,0.6031920799923893,72.0,72.0
SGMS1,0.6031920799923893,72.0,72.0
UBXN2A,0.6031920799923893,72.0,72.0
ZNF721,0.6031920799923893,72.0,72.0
ZFYVE27,0.6032924526528234,72.0,72.0
TJP2,0.6032924526528234,72.0,72.0
CHST13,0.6032924526528234,72.0,72.0
MOGS,0.6032924526528234,72.0,72.0
CDS2,0.6032924526528234,72.0,72.0
SMU1,0.6032924526528234,72.0,72.0
C19orf38,0.6032924526528234,72.0,72.0
GAPDH,0.6032924526528234,72.0,72.0
SLX1A-SULT1A3,0.6037704555652504,72.0,72.0
PRR16,0.6037704555652504,72.0,72.0
SUCLG1,0.6037704555652504,72.0,84.0
C1QTNF5,0.6037704555652504,72.0,72.0
EML1,0.6037704555652504,72.0,72.0
EMILIN1,0.6037704555652504,72.0,72.0
CDR2,0.6037704555652504,72.0,72.0
RBM38,0.6037704555652504,72.0,72.0
AKT2,0.6037704555652504,72.0,72.0
LOC100131691,0.6037704555652504,72.0,72.0
SIPA1L1,0.6037704555652504,72.0,72.0
MFRP,0.6037704555652504,72.0,72.0
SLX1B-SULT1A4,0.6037704555652504,72.0,72.0
PDS5A,0.6040551889240677,72.0,72.0
C9orf93,0.6046394128813792,72.0,72.0
KLHL2,0.6047136004317968,72.0,72.0
RRAGC,0.6047136004317968,72.0,72.0
CYP4F11,0.6058400129324528,72.0,72.0
HP,0.6060889464036903,72.0,72.0
NRAS,0.606962675657363,72.0,72.0
ZBTB26,0.606962675657363,72.0,72.0
CDK8,0.606962675657363,72.0,72.0
TMEM184C,0.606962675657363,72.0,72.0
TOR3A,0.606962675657363,72.0,72.0
GOSR2,0.606962675657363,72.0,72.0
ARHGEF38,0.606962675657363,72.0,72.0
TRIM44,0.606962675657363,72.0,72.0
ZNF426,0.606962675657363,72.0,72.0
TCP11L2,0.606962675657363,72.0,72.0
LOC100130890,0.6071255499901778,72.0,72.0
AKAP11,0.6071255499901778,72.0,72.0
ASXL1,0.6085938250953827,72.0,72.0
9-Mar,0.609401652720367,72.0,72.0
PAPD4,0.6095553929580896,72.0,72.0
PHACTR3,0.6095553929580896,72.0,72.0
UXS1,0.6095553929580896,72.0,72.0
SLC37A1,0.6095553929580896,72.0,72.0
ARL16,0.6095553929580896,72.0,72.0
TDRD10,0.6095553929580896,72.0,72.0
TMPRSS2,0.6095553929580896,72.0,72.0
CKB,0.6095553929580896,72.0,72.0
C10orf54,0.6095553929580896,72.0,72.0
CRYBB2P1,0.6095553929580896,72.0,72.0
PLA2G5,0.6095553929580896,72.0,72.0
DGKG,0.6095553929580896,72.0,72.0
GPC4,0.6095553929580896,72.0,72.0
RERGL,0.6095553929580896,72.0,72.0
SYP,0.6095553929580896,72.0,72.0
F2R,0.6095553929580896,72.0,72.0
FGD5,0.6095553929580896,72.0,72.0
OLFML1,0.6095553929580896,72.0,72.0
GOLGA7,0.6095553929580896,72.0,72.0
DCAF8,0.6095553929580896,72.0,72.0
GPKOW,0.6095553929580896,72.0,72.0
RHEB,0.6095553929580896,72.0,72.0
RCBTB2,0.6095553929580896,72.0,72.0
TMEM60,0.6095553929580896,72.0,72.0
TPST1,0.6095553929580896,72.0,72.0
DPT,0.6095553929580896,72.0,72.0
LMCD1,0.6095553929580896,72.0,72.0
SLC35A4,0.6096684609691851,72.0,72.0
GTF2E1,0.6098817594107452,72.0,72.0
UFSP1,0.6098817594107452,72.0,72.0
HAUS4,0.6099347850329921,72.0,72.0
LOC729513,0.6099347850329921,72.0,72.0
SNURF,0.6099347850329921,72.0,72.0
SLC16A11,0.6099347850329921,72.0,72.0
VDAC2,0.6099347850329921,72.0,72.0
C22orf40,0.6099347850329921,72.0,72.0
STAC3,0.6099347850329921,72.0,72.0
RNF135,0.6099347850329921,72.0,72.0
MRPL43,0.6099347850329921,72.0,72.0
USMG5,0.6099347850329921,72.0,72.0
ADM,0.610128348468393,72.0,72.0
SF3B5,0.610128348468393,72.0,84.0
COMMD3,0.6103449755543109,72.0,72.0
PYCR2,0.6103449755543109,72.0,72.0
UBA52,0.6103449755543109,72.0,72.0
SELL,0.6103449755543109,72.0,72.0
PMF1,0.6103449755543109,72.0,72.0
ICAM3,0.6103449755543109,72.0,72.0
ADORA2A,0.6103449755543109,72.0,72.0
C20orf30,0.6103449755543109,72.0,72.0
OVOL2,0.6103449755543109,72.0,72.0
SRGN,0.6103449755543109,72.0,72.0
IFITM2,0.6103449755543109,72.0,72.0
GOLGA7B,0.6103449755543109,72.0,72.0
MYD88,0.6103449755543109,72.0,72.0
BMPR1A,0.6120661374146117,72.0,72.0
RGS16,0.6122159849295898,72.0,72.0
RIPK2,0.6122159849295898,72.0,72.0
INSIG1,0.6122159849295898,72.0,72.0
ZNF213,0.6123790263035581,72.0,72.0
RGS7BP,0.6123803468682678,72.0,72.0
GLB1L2,0.6123803468682678,72.0,72.0
SLC39A3,0.6123803468682678,72.0,72.0
RAB32,0.6123803468682678,72.0,72.0
LOC440926,0.6123803468682678,72.0,72.0
WDR52,0.6123803468682678,72.0,72.0
PRPF6,0.6123803468682678,72.0,72.0
TAF4,0.6123803468682678,72.0,72.0
PEBP4,0.6123803468682678,72.0,72.0
C1orf27,0.6123803468682678,72.0,72.0
CLDN2,0.6123803468682678,72.0,72.0
PCDHGA10,0.6123803468682678,72.0,72.0
NCKAP5,0.6123803468682678,72.0,72.0
LY75-CD302,0.6123803468682678,84.0,72.0
EEF2K,0.6123803468682678,72.0,72.0
TTC17,0.6123803468682678,72.0,72.0
ATP1A1OS,0.6123803468682678,72.0,72.0
PWWP2A,0.6123803468682678,72.0,72.0
RC3H1,0.6123803468682678,72.0,72.0
LPCAT2,0.6123803468682678,72.0,72.0
QDPR,0.6123803468682678,72.0,72.0
GTPBP2,0.6123803468682678,72.0,72.0
TSNAXIP1,0.6123803468682678,72.0,72.0
MKNK2,0.6123803468682678,72.0,72.0
FLRT2,0.6123803468682678,72.0,72.0
RBM23,0.6123803468682678,72.0,72.0
IWS1,0.6123803468682678,72.0,72.0
FANCC,0.6123803468682678,72.0,72.0
GSTM4,0.6123803468682678,72.0,72.0
CHMP4B,0.6123803468682678,72.0,72.0
CHMP1B,0.6123803468682678,72.0,72.0
TMED4,0.6123803468682678,72.0,72.0
HDAC8,0.6123803468682678,72.0,72.0
CRIM1,0.6123803468682678,72.0,72.0
DLG1,0.6123803468682678,72.0,72.0
INPP5E,0.6123803468682678,72.0,72.0
H3F3A,0.6123803468682678,72.0,72.0
STK33,0.6123803468682678,72.0,72.0
ERC1,0.6123803468682678,72.0,72.0
KCNE1,0.6123803468682678,72.0,72.0
MUT,0.6123803468682678,72.0,72.0
SNN,0.6123803468682678,72.0,72.0
MLL5,0.6123803468682678,72.0,72.0
PKD2L2,0.6123803468682678,72.0,72.0
NFYB,0.6123803468682678,72.0,72.0
MAML2,0.6123803468682678,72.0,72.0
RING1,0.6123803468682678,72.0,72.0
C1orf96,0.6123803468682678,72.0,72.0
TSTA3,0.6123803468682678,72.0,72.0
EME2,0.6123803468682678,72.0,72.0
ZNF783,0.6123803468682678,72.0,72.0
MIER1,0.6123803468682678,72.0,72.0
TMEM190,0.6123803468682678,72.0,72.0
FBXL19-AS1,0.6128357701456695,72.0,72.0
MRRF,0.6128357701456695,72.0,72.0
CHST3,0.6128357701456695,72.0,72.0
TMEM107,0.6128357701456695,72.0,72.0
RRM2B,0.6128357701456695,72.0,72.0
MS4A14,0.6130297886019754,72.0,72.0
UBE4B,0.6130297886019754,72.0,72.0
RABAC1,0.6130297886019754,72.0,72.0
UBB,0.6130297886019754,72.0,72.0
PDLIM4,0.6130297886019754,72.0,72.0
CHCHD5,0.6130297886019754,72.0,72.0
ASB2,0.6130297886019754,72.0,72.0
RNPS1,0.6130297886019754,72.0,72.0
MRPL28,0.6130297886019754,72.0,72.0
KCNK5,0.6130297886019754,72.0,72.0
DEDD2,0.6130297886019754,72.0,72.0
LSS,0.6130297886019754,72.0,72.0
CFL1,0.6130297886019754,72.0,72.0
MMP12,0.6130297886019754,72.0,72.0
HK2,0.6130297886019754,72.0,72.0
CCDC163P,0.6130297886019754,72.0,72.0
SIAH2,0.6130297886019754,72.0,72.0
HGS,0.6130297886019754,72.0,72.0
SNX13,0.6130297886019754,72.0,72.0
ZBTB32,0.6130297886019754,72.0,72.0
MYO6,0.6130297886019754,72.0,72.0
ZNF598,0.6130297886019754,72.0,72.0
MEF2B,0.6130297886019754,72.0,72.0
ST13,0.6130297886019754,72.0,72.0
FLJ36031,0.6130297886019754,72.0,72.0
IGJ,0.6130297886019754,72.0,72.0
EGLN2,0.6130297886019754,72.0,72.0
ANKRD27,0.6130297886019754,72.0,72.0
C13orf18,0.6130297886019754,72.0,72.0
RASA3,0.6130297886019754,72.0,72.0
RAB4B-EGLN2,0.6130297886019754,72.0,72.0
C4orf34,0.6130297886019754,72.0,72.0
FAM49B,0.6130908149152576,72.0,72.0
MRPL18,0.6130908149152576,72.0,72.0
PPP1R15B,0.6130908149152576,72.0,72.0
CA12,0.6130908149152576,72.0,72.0
TMEM194A,0.613171624696047,72.0,72.0
NUP62CL,0.6136735120920322,72.0,72.0
CCDC111,0.6136735120920322,72.0,72.0
MYH14,0.6136735120920322,72.0,72.0
DNAJB6,0.6136735120920322,72.0,72.0
ARFGAP2,0.6136735120920322,72.0,72.0
KEAP1,0.6150465810334445,72.0,72.0
ZNF214,0.6150562333072722,72.0,72.0
ARL5A,0.6150562333072722,72.0,72.0
RPS7,0.6150939559191686,72.0,72.0
TCF7,0.6157815762740031,72.0,72.0
ZBTB48,0.6157815762740031,72.0,72.0
POLR2J,0.6157815762740031,72.0,72.0
ODC1,0.6157815762740031,72.0,72.0
MRPL41,0.6157815762740031,72.0,72.0
EML3,0.6157815762740031,72.0,72.0
RPL26,0.6157815762740031,72.0,72.0
LAIR2,0.6157815762740031,72.0,72.0
PTPRA,0.6157815762740031,72.0,72.0
KCNC4,0.6157815762740031,72.0,72.0
HOXD9,0.6163379523129732,72.0,72.0
SLC35B4,0.6167378188640336,72.0,72.0
SMARCAD1,0.6168477075053741,72.0,72.0
USP45,0.6169899487672934,72.0,72.0
DPP6,0.6184706224056198,72.0,72.0
PCIF1,0.6184706224056198,72.0,72.0
ZNF71,0.6185603197726769,72.0,72.0
RC3H2,0.618850651728792,72.0,72.0
MIR671,0.6190750303702229,72.0,72.0
CDKN2AIPNL,0.6190750303702229,72.0,72.0
CRBN,0.6190750303702229,72.0,72.0
C16orf42,0.6194994199545368,72.0,72.0
ZNF253,0.6195656634138536,72.0,72.0
KLHDC1,0.6195656634138536,72.0,72.0
LOC388564,0.6199043376804155,72.0,72.0
PVALB,0.6199043376804155,72.0,72.0
POLG,0.6199043376804155,72.0,72.0
TMEM129,0.6199043376804155,72.0,72.0
TMEM188,0.620274082587291,72.0,72.0
C19orf55,0.620274082587291,72.0,72.0
MEGF8,0.620274082587291,72.0,72.0
SETD1B,0.6214841791942958,72.0,72.0
TUBA1A,0.6214841791942958,72.0,72.0
S1PR3,0.6220724793782602,72.0,72.0
